intersection_name,latitude,longitude,hour,day_of_week,is_peak_hour,is_weekend,vehicle_flow,congestion_index,accidents_last_12m,climate_condition,intersection_type,risk_label,tenant_id
Av. Eldorado con Cra 30,4.646898689439891,-74.10241186570647,1,4,0,0,706.9,0.435,4,0,2,0,bogota
Cra 15 con Calle 72,4.659470113856743,-74.05850196887562,5,6,0,1,773.0,0.213,1,0,1,0,metro_agency
Calle 80 con Av. Boyaca,4.699264126897407,-74.10983385037751,10,1,0,0,745.7,0.279,0,0,0,0,bogota
Cra 7 con Calle 45,4.635985638794562,-74.06593017576135,23,4,0,0,527.3,0.0,1,0,2,0,bogota
Av. Caracas con Calle 53,4.642716913754291,-74.07448447855442,21,1,0,0,897.8,0.283,1,0,1,0,metro_agency
Cra 11 con Calle 93,4.674230800630171,-74.05099143115709,19,4,1,0,1097.6,0.587,0,0,1,1,bogota
Calle 170 con Cra 7,4.752783097246385,-74.04355363320367,15,2,0,0,485.3,0.224,1,1,0,0,bogota
Av. 68 con Calle 26,4.608872775129177,-74.110931883416,20,0,0,0,584.9,0.271,2,2,0,0,metro_agency
Cra 30 con Calle 45,4.637420188606575,-74.1015200633448,10,3,0,0,592.8,0.155,4,0,1,0,bogota
Calle 13 con Cra 50,4.601916775477668,-74.11103750327473,11,1,0,0,437.6,0.408,2,0,0,0,bogota
Av. Suba con Cra 91,4.724356368275325,-74.09212497832625,9,5,1,1,1206.7,0.617,5,0,1,1,metro_agency
Cra 7 con Calle 116,4.696970241555812,-74.0425446147514,17,5,1,1,1347.6,0.255,0,2,0,1,bogota
Calle 63 con Av. Caracas,4.650881659875048,-74.07453167702002,1,1,0,0,195.0,0.211,1,1,1,0,bogota
Av. Boyaca con Calle 80,4.699426003546198,-74.1109072946831,15,3,0,0,581.8,0.041,1,0,0,0,metro_agency
Cra 19 con Calle 100,4.687206324750527,-74.06692238028343,19,1,1,0,1450.2,0.674,2,0,0,1,bogota
Calle 26 con Cra 50,4.608307555158159,-74.10918552577971,15,1,0,0,627.5,0.187,0,2,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.697553600373507,-74.12790729776091,12,3,0,0,773.2,0.265,6,0,0,0,metro_agency
Cra 7 con Calle 32,4.618962638927984,-74.07569928583685,11,3,0,0,573.0,0.18,2,1,1,0,bogota
Cra 7 con Calle 26,4.608730883130408,-74.07981705130913,7,1,1,0,1656.6,0.821,3,0,0,1,bogota
Calle 100 con Autopista Norte,4.687285348969515,-74.0421431028499,8,1,1,0,971.7,0.766,10,0,0,1,metro_agency
Av. Eldorado con Cra 30,4.6466299664678345,-74.10229059210329,16,0,0,0,408.9,0.255,0,0,1,0,bogota
Cra 15 con Calle 72,4.659698952549339,-74.05668222156672,13,5,0,1,304.8,0.083,0,0,1,0,bogota
Calle 80 con Av. Boyaca,4.699176854240133,-74.1120775835064,22,5,0,1,756.8,0.0,0,1,0,0,metro_agency
Cra 7 con Calle 45,4.637121259325754,-74.06557829937513,7,0,1,0,1478.9,0.376,1,2,0,1,bogota
Av. Caracas con Calle 53,4.641253390621838,-74.07335200177539,13,4,0,0,690.0,0.081,1,0,1,0,bogota
Cra 11 con Calle 93,4.676952259493065,-74.05040400087219,18,2,1,0,1778.2,0.611,5,1,1,1,metro_agency
Calle 170 con Cra 7,4.753698472598181,-74.04424575622915,8,6,1,1,971.6,0.509,0,1,1,1,bogota
Av. 68 con Calle 26,4.6079599835506375,-74.1098225809255,12,3,0,0,752.6,0.417,1,0,1,0,bogota
Cra 30 con Calle 45,4.636420226478652,-74.10215499645184,1,1,0,0,742.1,0.0,2,0,1,0,metro_agency
Calle 13 con Cra 50,4.603010250995515,-74.11159390921968,9,1,1,0,1325.0,0.715,4,0,0,1,bogota
Av. Suba con Cra 91,4.721792331456053,-74.09146552534246,20,1,0,0,785.9,0.051,1,1,1,0,bogota
Cra 7 con Calle 116,4.697187982790447,-74.04399275474773,13,1,0,0,565.4,0.048,1,1,1,0,metro_agency
Calle 63 con Av. Caracas,4.653346833549274,-74.07548747633687,8,3,1,0,757.6,0.68,15,0,1,2,bogota
Av. Boyaca con Calle 80,4.699405074446094,-74.1106887503554,4,1,0,0,592.3,0.323,1,1,2,0,bogota
Cra 19 con Calle 100,4.685046537705307,-74.06526988822556,10,0,0,0,596.0,0.298,0,1,1,0,metro_agency
Calle 26 con Cra 50,4.608910245524199,-74.10789529379163,19,6,1,1,1909.3,0.42,1,1,1,1,bogota
Av. Ciudad de Cali con Calle 80,4.69817492042568,-74.12606014355167,15,2,0,0,463.2,0.294,0,2,0,0,bogota
Cra 7 con Calle 32,4.618178304535609,-74.07546658810327,19,0,1,0,891.3,0.501,3,1,1,1,metro_agency
Cra 7 con Calle 26,4.6092640021338696,-74.08181326007887,18,2,1,0,1093.8,0.642,4,1,1,1,bogota
Calle 100 con Autopista Norte,4.686298874310522,-74.04402508833178,5,5,0,1,463.9,0.0,1,1,2,0,bogota
Av. Eldorado con Cra 30,4.6485252512595885,-74.10199550039529,10,5,0,1,517.3,0.027,1,0,1,0,metro_agency
Cra 15 con Calle 72,4.660111259576385,-74.05432791784214,7,3,1,0,757.8,0.79,4,0,1,1,bogota
Calle 80 con Av. Boyaca,4.6997656746668115,-74.10951295655025,16,1,0,0,219.3,0.0,1,1,0,0,bogota
Cra 7 con Calle 45,4.635933049427216,-74.06489599595766,9,1,1,0,1195.3,0.872,2,0,2,1,metro_agency
Av. Caracas con Calle 53,4.642279492460969,-74.07467951503509,8,4,1,0,1293.8,0.569,0,1,1,1,bogota
Cra 11 con Calle 93,4.675404405578637,-74.05021556014643,16,5,0,1,710.6,0.075,2,0,0,0,bogota
Calle 170 con Cra 7,4.753334787489371,-74.04334440387134,18,1,1,0,974.1,0.759,10,0,0,1,metro_agency
Av. 68 con Calle 26,4.6070587871723605,-74.10946012185667,10,0,0,0,609.7,0.0,2,2,0,0,bogota
Cra 30 con Calle 45,4.635618786468473,-74.09991774188464,16,4,0,0,1012.3,0.061,0,1,0,0,bogota
Calle 13 con Cra 50,4.6015160860893,-74.10923628400276,11,5,0,1,567.5,0.085,0,1,2,0,metro_agency
Av. Suba con Cra 91,4.722705956164265,-74.09356617061603,19,5,1,1,1186.6,0.17,0,0,0,0,bogota
Cra 7 con Calle 116,4.697748206831822,-74.04383094629407,15,6,0,1,763.4,0.049,2,0,0,0,bogota
Calle 63 con Av. Caracas,4.653015620575732,-74.07313414491011,9,0,1,0,1105.2,0.378,1,0,0,0,metro_agency
Av. Boyaca con Calle 80,4.699586481304834,-74.10894361417922,17,6,1,1,1288.9,0.198,1,1,0,0,bogota
Cra 19 con Calle 100,4.6854627291051205,-74.06634120198233,19,6,1,1,1207.3,0.335,1,0,2,1,bogota
Calle 26 con Cra 50,4.609102088642314,-74.11014392137298,13,4,0,0,664.5,0.348,3,0,0,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.697905601621989,-74.12884369211179,18,3,1,0,1567.0,0.572,4,1,1,1,bogota
Cra 7 con Calle 32,4.619693291942534,-74.0756792052264,10,4,0,0,108.6,0.296,2,0,1,0,bogota
Cra 7 con Calle 26,4.610424420602244,-74.0818395233901,12,0,0,0,935.3,0.101,0,0,1,0,metro_agency
Calle 100 con Autopista Norte,4.688780468493998,-74.04326330788211,16,1,0,0,698.2,0.133,1,0,0,0,bogota
Av. Eldorado con Cra 30,4.6498023369655215,-74.10348830993487,12,1,0,0,603.6,0.129,0,0,1,0,bogota
Cra 15 con Calle 72,4.660737042582092,-74.05758888704737,5,0,0,0,581.8,0.008,0,1,1,0,metro_agency
Calle 80 con Av. Boyaca,4.697807128724423,-74.11070567666579,8,1,1,0,963.0,0.422,1,2,1,1,bogota
Cra 7 con Calle 45,4.635511117135364,-74.06504527844169,4,5,0,1,422.5,0.0,3,0,0,0,bogota
Av. Caracas con Calle 53,4.642702466764599,-74.07361079887393,6,4,0,0,610.2,0.095,1,0,0,0,metro_agency
Cra 11 con Calle 93,4.673998768436455,-74.04960263470394,1,5,0,1,68.6,0.0,1,0,2,0,bogota
Calle 170 con Cra 7,4.753442199151398,-74.04447387176873,7,5,1,1,1656.0,0.363,1,0,0,0,bogota
Av. 68 con Calle 26,4.607189421263985,-74.1098237267283,8,4,1,0,1002.8,0.626,3,0,2,1,metro_agency
Cra 30 con Calle 45,4.635980615284922,-74.10104654022147,9,0,1,0,723.3,0.783,4,0,1,1,bogota
Calle 13 con Cra 50,4.6032473533095715,-74.11079342637271,8,4,1,0,1675.5,0.425,0,2,0,1,bogota
Av. Suba con Cra 91,4.724468419257685,-74.09244967576699,8,3,1,0,947.9,0.484,3,0,0,0,metro_agency
Cra 7 con Calle 116,4.700450410933385,-74.04242017543685,14,4,0,0,471.9,0.14,0,1,1,0,bogota
Calle 63 con Av. Caracas,4.651483465626137,-74.07314382434066,2,1,0,0,712.5,0.076,1,2,0,0,bogota
Av. Boyaca con Calle 80,4.698481297907797,-74.1101769267716,3,1,0,0,621.5,0.414,3,0,0,0,metro_agency
Cra 19 con Calle 100,4.68633806670041,-74.06364194590456,8,5,1,1,1616.1,0.459,1,1,0,1,bogota
Calle 26 con Cra 50,4.607995798710184,-74.1094718936299,10,2,0,0,508.5,0.314,1,0,2,0,bogota
Av. Ciudad de Cali con Calle 80,4.699090643040244,-74.12810505749633,6,3,0,0,817.8,0.414,0,2,1,1,metro_agency
Cra 7 con Calle 32,4.619262214303007,-74.07768342946746,17,6,1,1,1239.6,0.386,2,1,1,1,bogota
Cra 7 con Calle 26,4.61034744531183,-74.08111074719773,8,6,1,1,1473.1,0.376,1,1,1,1,bogota
Calle 100 con Autopista Norte,4.688558860602038,-74.04370998969947,0,2,0,0,346.8,0.231,2,0,1,0,metro_agency
Av. Eldorado con Cra 30,4.647357103277933,-74.10373740712045,9,5,1,1,1078.2,0.727,6,2,2,2,bogota
Cra 15 con Calle 72,4.659265681864197,-74.05773877431379,8,3,1,0,974.4,0.539,1,1,0,1,bogota
Calle 80 con Av. Boyaca,4.6996571317405,-74.10998701384935,14,0,0,0,554.9,0.259,0,1,1,0,metro_agency
Cra 7 con Calle 45,4.635420015931381,-74.06426825695465,6,5,0,1,594.1,0.064,1,0,0,0,bogota
Av. Caracas con Calle 53,4.64099116122833,-74.07411549625522,12,1,0,0,301.8,0.171,0,1,0,0,bogota
Cra 11 con Calle 93,4.677088949144787,-74.05183879760563,20,3,0,0,426.5,0.082,0,2,0,0,metro_agency
Calle 170 con Cra 7,4.7541444866333125,-74.0440401050021,8,1,1,0,1487.4,0.608,10,0,1,1,bogota
Av. 68 con Calle 26,4.605792920942813,-74.10953857557739,15,5,0,1,554.3,0.0,0,0,1,0,bogota
Cra 30 con Calle 45,4.635783214243724,-74.10052043949037,18,5,1,1,1208.8,0.27,4,0,0,0,metro_agency
Calle 13 con Cra 50,4.60119299087941,-74.11085243358589,17,3,1,0,993.1,0.907,2,0,2,1,bogota
Av. Suba con Cra 91,4.7256996620282194,-74.09025985055335,7,5,1,1,1119.7,0.126,1,0,2,0,bogota
Cra 7 con Calle 116,4.69837137974119,-74.04180735088966,13,4,0,0,463.1,0.254,3,0,1,0,metro_agency
Calle 63 con Av. Caracas,4.650834103179001,-74.07386961651096,8,5,1,1,1417.6,0.576,0,0,0,0,bogota
Av. Boyaca con Calle 80,4.697924191501104,-74.11170467956448,3,3,0,0,534.8,0.165,1,2,0,0,bogota
Cra 19 con Calle 100,4.686928986261289,-74.06489693639878,16,4,0,0,784.0,0.099,2,0,0,0,metro_agency
Calle 26 con Cra 50,4.609939500365608,-74.10952400824671,17,0,1,0,743.1,0.553,2,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.69682068336956,-74.12796011324005,9,2,1,0,1493.1,0.643,12,0,1,1,bogota
Cra 7 con Calle 32,4.620289583961871,-74.07542855178875,18,3,1,0,978.5,0.423,2,0,0,0,metro_agency
Cra 7 con Calle 26,4.608849834834496,-74.08146738944318,17,0,1,0,1046.5,0.753,7,1,0,1,bogota
Calle 100 con Autopista Norte,4.687338228772068,-74.04467078690153,21,6,0,1,564.3,0.083,1,0,2,0,bogota
Av. Eldorado con Cra 30,4.647210474295124,-74.10321982915953,13,1,0,0,440.9,0.0,0,0,0,0,metro_agency
Cra 15 con Calle 72,4.6591426406339895,-74.05802052532587,17,0,1,0,1042.3,0.909,1,0,0,1,bogota
Calle 80 con Av. Boyaca,4.699601132125878,-74.11110203086919,10,0,0,0,808.1,0.163,1,1,2,0,bogota
Cra 7 con Calle 45,4.635796139179745,-74.06708042835533,8,5,1,1,1245.6,0.421,2,1,0,1,metro_agency
Av. Caracas con Calle 53,4.642755765278971,-74.07220543117764,7,6,1,1,401.9,0.515,0,0,1,1,bogota
Cra 11 con Calle 93,4.677210355990144,-74.05118919976253,8,4,1,0,1174.1,0.806,2,0,1,1,bogota
Calle 170 con Cra 7,4.754874326877944,-74.04414596320183,13,2,0,0,919.5,0.218,1,1,0,0,metro_agency
Av. 68 con Calle 26,4.609324612350709,-74.11012303148259,11,5,0,1,358.7,0.0,1,1,2,0,bogota
Cra 30 con Calle 45,4.637778870209517,-74.10181238664771,22,1,0,0,876.6,0.073,4,0,0,0,bogota
Calle 13 con Cra 50,4.604947854785721,-74.1099448457227,5,5,0,1,709.2,0.0,2,1,2,0,metro_agency
Av. Suba con Cra 91,4.72411573519071,-74.09009289468527,6,2,0,0,488.4,0.049,5,0,1,0,bogota
Cra 7 con Calle 116,4.6992581738752115,-74.04461913782207,2,0,0,0,466.6,0.49,0,0,2,0,bogota
Calle 63 con Av. Caracas,4.650536971780767,-74.07264957360857,16,5,0,1,440.3,0.095,0,0,2,0,metro_agency
Av. Boyaca con Calle 80,4.701042335642657,-74.1122907764848,16,1,0,0,461.7,0.17,0,0,0,0,bogota
Cra 19 con Calle 100,4.689061793215509,-74.06701972358083,11,1,0,0,813.3,0.448,0,1,0,0,bogota
Calle 26 con Cra 50,4.609073533846248,-74.11069962578638,2,0,0,0,536.8,0.152,2,0,1,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.6980548621548115,-74.12702549015047,8,4,1,0,630.8,0.69,14,0,1,2,bogota
Cra 7 con Calle 32,4.62035576339674,-74.07709484244764,20,4,0,0,599.7,0.033,0,0,1,0,bogota
Cra 7 con Calle 26,4.608566836139232,-74.08068231591803,12,5,0,1,416.5,0.095,1,1,1,0,metro_agency
Calle 100 con Autopista Norte,4.686334290648873,-74.04308656292181,10,6,0,1,842.4,0.0,0,0,1,0,bogota
Av. Eldorado con Cra 30,4.646924138917557,-74.10115223653267,6,2,0,0,523.3,0.016,0,1,1,0,bogota
Cra 15 con Calle 72,4.660769473757503,-74.05778419627286,22,4,0,0,632.8,0.155,4,1,1,0,metro_agency
Calle 80 con Av. Boyaca,4.698936342289122,-74.11087032849336,6,6,0,1,645.1,0.354,2,2,2,1,bogota
Cra 7 con Calle 45,4.633869953570969,-74.0650612554099,17,6,1,1,1050.0,0.532,2,1,0,1,bogota
Av. Caracas con Calle 53,4.643803201820599,-74.07524837644786,13,5,0,1,827.3,0.252,0,0,1,0,metro_agency
Cra 11 con Calle 93,4.676769726406177,-74.05013450694307,15,5,0,1,552.9,0.022,1,0,0,0,bogota
Calle 170 con Cra 7,4.751941714492607,-74.04527324187255,9,5,1,1,1003.4,0.244,4,0,0,0,bogota
Av. 68 con Calle 26,4.605987183181685,-74.10989569302403,7,1,1,0,1091.3,0.743,5,0,1,1,metro_agency
Cra 30 con Calle 45,4.636899996731991,-74.1026201506626,4,1,0,0,880.6,0.379,2,1,1,0,bogota
Calle 13 con Cra 50,4.604717688175824,-74.11010078907604,19,5,1,1,795.4,0.506,0,1,1,1,bogota
Av. Suba con Cra 91,4.725044582680338,-74.09084393794002,19,5,1,1,977.1,0.316,0,0,1,0,metro_agency
Cra 7 con Calle 116,4.697918584746614,-74.04349663619668,12,4,0,0,564.0,0.16,0,0,1,0,bogota
Calle 63 con Av. Caracas,4.650662964436174,-74.07261116794031,16,3,0,0,654.7,0.3,0,1,2,0,bogota
Av. Boyaca con Calle 80,4.698831922073209,-74.11197014693192,15,2,0,0,852.8,0.136,1,0,2,0,metro_agency
Cra 19 con Calle 100,4.688182350761176,-74.06685414951927,16,0,0,0,466.3,0.033,0,1,0,0,bogota
Calle 26 con Cra 50,4.608975606022543,-74.10994418007274,22,5,0,1,564.7,0.0,0,0,1,0,bogota
Av. Ciudad de Cali con Calle 80,4.69774216257966,-74.12793607147042,3,2,0,0,597.0,0.281,2,0,2,0,metro_agency
Cra 7 con Calle 32,4.619081808877455,-74.0768217254499,12,6,0,1,733.6,0.0,2,0,0,0,bogota
Cra 7 con Calle 26,4.608631762827579,-74.08235376304259,19,1,1,0,1360.7,0.685,6,0,1,1,bogota
Calle 100 con Autopista Norte,4.684455843882998,-74.04249771800288,13,5,0,1,608.6,0.0,1,0,0,0,metro_agency
Av. Eldorado con Cra 30,4.648932323359974,-74.1036334303034,5,2,0,0,306.0,0.148,0,0,0,0,bogota
Cra 15 con Calle 72,4.659315108062395,-74.05835280235331,5,1,0,0,595.2,0.264,1,0,1,0,bogota
Calle 80 con Av. Boyaca,4.696268802753012,-74.11069918728661,5,1,0,0,773.6,0.0,3,1,2,0,metro_agency
Cra 7 con Calle 45,4.633345453667909,-74.06284303917077,17,3,1,0,1083.1,0.778,4,0,1,1,bogota
Av. Caracas con Calle 53,4.64191071862599,-74.07423671276761,19,5,1,1,776.8,0.352,1,2,0,1,bogota
Cra 11 con Calle 93,4.677147429089912,-74.04939054359365,10,1,0,0,770.0,0.247,0,2,0,0,metro_agency
Calle 170 con Cra 7,4.752814155383054,-74.04231956470419,7,5,1,1,1722.6,0.072,2,0,1,0,bogota
Av. 68 con Calle 26,4.604864529194964,-74.10970277051526,6,0,0,0,535.2,0.186,1,2,0,0,bogota
Cra 30 con Calle 45,4.635562402699614,-74.09993124785105,13,1,0,0,658.8,0.1,2,0,1,0,metro_agency
Calle 13 con Cra 50,4.602586427558196,-74.1097559759828,15,1,0,0,530.9,0.39,0,1,2,0,bogota
Av. Suba con Cra 91,4.725228805136716,-74.08985033849098,10,1,0,0,357.1,0.04,0,0,0,0,bogota
Cra 7 con Calle 116,4.6981800532708275,-74.04181758699245,8,5,1,1,750.7,0.51,0,0,0,0,metro_agency
Calle 63 con Av. Caracas,4.651603159756635,-74.07242125222947,7,1,1,0,877.1,0.415,1,0,1,0,bogota
Av. Boyaca con Calle 80,4.698656032906184,-74.11100429860846,17,3,1,0,1373.3,0.916,7,1,0,2,bogota
Cra 19 con Calle 100,4.685400357748896,-74.06446488790274,9,3,1,0,1235.5,0.564,1,1,0,1,metro_agency
Calle 26 con Cra 50,4.609374317102518,-74.11100156881524,17,2,1,0,1060.4,0.752,3,1,0,1,bogota
Av. Ciudad de Cali con Calle 80,4.699787931138397,-74.12627701504972,12,4,0,0,418.5,0.238,4,0,0,0,bogota
Cra 7 con Calle 32,4.618811652714722,-74.07622296971503,11,6,0,1,377.8,0.007,6,0,0,0,metro_agency
Cra 7 con Calle 26,4.609225528643958,-74.0818046481003,5,3,0,0,733.2,0.246,0,2,0,0,bogota
Calle 100 con Autopista Norte,4.687622993023609,-74.04273819238028,13,3,0,0,626.0,0.177,1,1,0,0,bogota
Av. Eldorado con Cra 30,4.647634109383862,-74.10490960150688,22,0,0,0,887.1,0.056,2,1,2,0,metro_agency
Cra 15 con Calle 72,4.6612045763173775,-74.05586118283315,8,1,1,0,1208.9,0.371,1,1,0,0,bogota
Calle 80 con Av. Boyaca,4.696938999551583,-74.11159444686288,9,1,1,0,1044.7,0.609,3,0,0,1,bogota
Cra 7 con Calle 45,4.63709295258226,-74.06320140842602,8,6,1,1,1407.3,0.491,0,0,1,0,metro_agency
Av. Caracas con Calle 53,4.642292274356577,-74.0738625004921,22,4,0,0,704.2,0.178,2,1,0,0,bogota
Cra 11 con Calle 93,4.677001053372781,-74.04984609890005,20,2,0,0,906.8,0.443,0,0,0,0,bogota
Calle 170 con Cra 7,4.753498656784136,-74.04361081421476,8,2,1,0,1212.1,0.707,0,0,2,1,metro_agency
Av. 68 con Calle 26,4.607192752947648,-74.10875849647606,17,6,1,1,1465.2,0.416,1,1,0,1,bogota
Cra 30 con Calle 45,4.6367373422052856,-74.10374379500806,7,0,1,0,1139.5,0.561,2,1,0,1,bogota
Calle 13 con Cra 50,4.600862555642498,-74.10982341736073,11,4,0,0,496.5,0.202,0,1,0,0,metro_agency
Av. Suba con Cra 91,4.722728142647742,-74.09051615038904,11,2,0,0,591.1,0.392,1,0,2,0,bogota
Cra 7 con Calle 116,4.699354478962949,-74.04449230275875,11,2,0,0,546.9,0.051,0,0,2,0,bogota
Calle 63 con Av. Caracas,4.652209148988735,-74.07342894478985,8,2,1,0,1186.1,0.183,3,0,2,0,metro_agency
Av. Boyaca con Calle 80,4.700088764835178,-74.11117168257697,6,4,0,0,607.9,0.306,5,2,0,1,bogota
Cra 19 con Calle 100,4.688338712314687,-74.06542636258095,16,5,0,1,778.4,0.201,2,1,1,0,bogota
Calle 26 con Cra 50,4.608047109631128,-74.10878163752948,13,1,0,0,611.5,0.058,1,1,0,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.696039157818406,-74.12829120509957,10,6,0,1,409.8,0.0,1,0,2,0,bogota
Cra 7 con Calle 32,4.6197705784108845,-74.07539075141223,7,1,1,0,1007.7,0.524,0,0,2,1,bogota
Cra 7 con Calle 26,4.608619847558073,-74.08319934503541,17,1,1,0,1190.8,0.589,1,0,0,0,metro_agency
Calle 100 con Autopista Norte,4.686976644379907,-74.04404823641697,20,0,0,0,658.7,0.344,0,1,0,0,bogota
Av. Eldorado con Cra 30,4.645685390317635,-74.10331654925895,0,0,0,0,634.9,0.108,0,0,1,0,bogota
Cra 15 con Calle 72,4.660243018758715,-74.05755001442547,8,2,1,0,969.1,0.67,2,1,0,1,metro_agency
Calle 80 con Av. Boyaca,4.6988316929416625,-74.11282481412313,23,0,0,0,312.8,0.108,1,0,0,0,bogota
Cra 7 con Calle 45,4.634923989279015,-74.06555255135319,8,1,1,0,1194.3,0.661,2,0,2,1,bogota
Av. Caracas con Calle 53,4.643081768024978,-74.07301182910676,16,0,0,0,421.9,0.239,4,0,0,0,metro_agency
Cra 11 con Calle 93,4.678387620275173,-74.05067931771565,11,1,0,0,495.1,0.352,1,0,2,0,bogota
Calle 170 con Cra 7,4.7544290177245845,-74.04406463554707,6,5,0,1,634.8,0.0,1,1,0,0,bogota
Av. 68 con Calle 26,4.607094092560968,-74.11097997324529,11,6,0,1,1065.2,0.044,1,2,2,0,metro_agency
Cra 30 con Calle 45,4.635922974244733,-74.10117231097144,12,1,0,0,441.4,0.179,5,1,0,0,bogota
Calle 13 con Cra 50,4.601323138225731,-74.11158228754037,16,5,0,1,744.9,0.086,1,0,0,0,bogota
Av. Suba con Cra 91,4.7238048096497005,-74.09065035622903,14,5,0,1,606.1,0.0,0,1,0,0,metro_agency
Cra 7 con Calle 116,4.699877981562857,-74.04246345706846,9,2,1,0,1751.3,0.327,0,0,1,0,bogota
Calle 63 con Av. Caracas,4.650421872890391,-74.07341939337435,14,6,0,1,290.3,0.0,0,0,2,0,bogota
Av. Boyaca con Calle 80,4.699780845463103,-74.11129534271602,14,4,0,0,365.2,0.223,1,0,0,0,metro_agency
Cra 19 con Calle 100,4.686717555465171,-74.06581752511637,9,1,1,0,950.8,0.913,0,1,2,1,bogota
Calle 26 con Cra 50,4.60715970487758,-74.11005170587637,3,3,0,0,760.2,0.2,2,1,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.698412574321462,-74.1276535302475,20,3,0,0,743.5,0.283,0,0,0,0,metro_agency
Cra 7 con Calle 32,4.618885858440154,-74.07599918024489,19,5,1,1,1554.8,0.42,0,0,1,0,bogota
Cra 7 con Calle 26,4.6100156064591475,-74.08269641503352,20,0,0,0,514.4,0.084,1,0,0,0,bogota
Calle 100 con Autopista Norte,4.686106963871689,-74.04514130114362,2,5,0,1,904.3,0.0,2,0,2,0,metro_agency
Av. Eldorado con Cra 30,4.647029342659273,-74.10360782780323,9,0,1,0,1107.3,0.726,1,0,0,1,bogota
Cra 15 con Calle 72,4.65919557765264,-74.05574837357238,8,5,1,1,1141.9,0.448,0,1,0,1,bogota
Calle 80 con Av. Boyaca,4.697431842405872,-74.11020743845928,16,0,0,0,483.9,0.117,3,0,0,0,metro_agency
Cra 7 con Calle 45,4.634974258879132,-74.06454040652734,14,3,0,0,496.2,0.399,0,1,2,0,bogota
Av. Caracas con Calle 53,4.641843537431793,-74.07321679700783,7,0,1,0,1226.4,0.592,1,1,1,1,bogota
Cra 11 con Calle 93,4.677852489897769,-74.05038368162231,7,5,1,1,1155.7,0.196,2,0,1,0,metro_agency
Calle 170 con Cra 7,4.753903226332417,-74.04443141889783,12,4,0,0,351.7,0.0,0,0,0,0,bogota
Av. 68 con Calle 26,4.606784585246931,-74.10953177420468,3,3,0,0,784.2,0.24,1,0,1,0,bogota
Cra 30 con Calle 45,4.637175185980688,-74.10204522076624,16,3,0,0,273.0,0.0,0,1,1,0,metro_agency
Calle 13 con Cra 50,4.602945246083797,-74.10953682236926,16,5,0,1,712.0,0.0,3,0,0,0,bogota
Av. Suba con Cra 91,4.724637038948868,-74.0929287287073,7,5,1,1,1226.1,0.532,3,2,1,1,bogota
Cra 7 con Calle 116,4.698643649622938,-74.04282386726304,12,1,0,0,791.8,0.231,0,0,2,0,metro_agency
Calle 63 con Av. Caracas,4.651438425428839,-74.07395792221499,17,0,1,0,1157.6,0.913,3,0,2,1,bogota
Av. Boyaca con Calle 80,4.698836067353515,-74.11157532700202,9,1,1,0,1154.3,0.718,4,2,1,2,bogota
Cra 19 con Calle 100,4.685576956564038,-74.06559991892772,6,6,0,1,737.7,0.162,0,1,2,0,metro_agency
Calle 26 con Cra 50,4.610195448296229,-74.1091879349966,6,3,0,0,232.0,0.142,0,1,1,0,bogota
Av. Ciudad de Cali con Calle 80,4.697465903154503,-74.12725289410159,8,4,1,0,1200.3,0.745,1,0,0,1,bogota
Cra 7 con Calle 32,4.619527919688352,-74.07830137945263,8,3,1,0,1186.0,0.597,1,0,0,0,metro_agency
Cra 7 con Calle 26,4.608973371032085,-74.08244982895293,20,2,0,0,289.1,0.209,1,1,2,0,bogota
Calle 100 con Autopista Norte,4.6866234774268385,-74.04540873303547,3,3,0,0,643.3,0.236,2,1,0,0,bogota
Av. Eldorado con Cra 30,4.648778799523217,-74.10214962780735,13,3,0,0,897.8,0.322,3,0,2,0,metro_agency
Cra 15 con Calle 72,4.659273859392396,-74.05749619626212,16,2,0,0,357.6,0.338,1,0,0,0,bogota
Calle 80 con Av. Boyaca,4.698632131116488,-74.11104831478322,4,4,0,0,601.3,0.356,0,0,0,0,bogota
Cra 7 con Calle 45,4.63642755156183,-74.06655930009126,9,2,1,0,1146.1,0.409,1,0,1,0,metro_agency
Av. Caracas con Calle 53,4.641495172416528,-74.07584660466762,20,3,0,0,436.4,0.468,1,1,0,0,bogota
Cra 11 con Calle 93,4.676589455126389,-74.05064389459565,8,6,1,1,1659.9,0.535,4,0,1,1,bogota
Calle 170 con Cra 7,4.75409404971387,-74.04632138290452,8,1,1,0,1152.5,0.695,1,1,0,1,metro_agency
Av. 68 con Calle 26,4.606768313600637,-74.11042017809979,16,2,0,0,392.4,0.277,1,0,0,0,bogota
Cra 30 con Calle 45,4.634886651657701,-74.10151425860676,14,4,0,0,588.6,0.335,3,1,0,0,bogota
Calle 13 con Cra 50,4.602647512895904,-74.11232292988996,19,5,1,1,1328.3,0.289,2,0,1,0,metro_agency
Av. Suba con Cra 91,4.7241752944006805,-74.09030808780106,8,2,1,0,768.9,0.838,5,0,2,1,bogota
Cra 7 con Calle 116,4.698107305893003,-74.04083888150329,15,4,0,0,598.5,0.511,0,0,2,0,bogota
